Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Finland,Potatoes,2011,275943.0,536.0,1707.54,6.38
Finland,Wheat,2011,38469.0,536.0,1707.54,6.38
Finland,Potatoes,2012,236522.0,536.0,1545.25,5.12
Finland,Wheat,2012,39028.0,536.0,1545.25,5.12
Finland,Potatoes,2013,281312.0,536.0,1475.39,6.17
Finland,Wheat,2013,38215.0,536.0,1475.39,6.17
France,Maize,1990,60186.0,867.0,97701.0,11.96
France,Potatoes,1990,290790.0,867.0,97701.0,11.96
France,"Rice, paddy",1990,59461.0,867.0,97701.0,11.96
France,Sorghum,1990,41296.0,867.0,97701.0,11.96
France,Soybeans,1990,20940.0,867.0,97701.0,11.96
France,Wheat,1990,64787.0,867.0,97701.0,11.96
France,Maize,1991,72866.0,867.0,103434.0,10.6
France,Potatoes,1991,321625.0,867.0,103434.0,10.6
France,"Rice, paddy",1991,53273.0,867.0,103434.0,10.6
France,Sorghum,1991,54849.0,867.0,103434.0,10.6
France,Soybeans,1991,24308.0,867.0,103434.0,10.6
France,Wheat,1991,66764.0,867.0,103434.0,10.6
France,Maize,1992,79812.0,867.0,85249.0,11.15
France,Potatoes,1992,365434.0,867.0,85249.0,11.15
France,"Rice, paddy",1992,52448.0,867.0,85249.0,11.15
France,Sorghum,1992,56007.0,867.0,85249.0,11.15
France,Soybeans,1992,17425.0,867.0,85249.0,11.15
France,Wheat,1992,63992.0,867.0,85249.0,11.15
France,Maize,1993,80479.0,867.0,91953.0,10.7
France,Potatoes,1993,360076.0,867.0,91953.0,10.7
France,"Rice, paddy",1993,49628.0,867.0,91953.0,10.7
France,Sorghum,1993,61242.0,867.0,91953.0,10.7
France,Soybeans,1993,24636.0,867.0,91953.0,10.7
France,Wheat,1993,64739.0,867.0,91953.0,10.7
France,Maize,1994,77983.0,867.0,89515.0,11.96
France,Potatoes,1994,335302.0,867.0,89515.0,11.96
France,"Rice, paddy",1994,45700.0,867.0,89515.0,11.96
France,Sorghum,1994,55026.0,867.0,89515.0,11.96
France,Soybeans,1994,25978.0,867.0,89515.0,11.96
France,Wheat,1994,66685.0,867.0,89515.0,11.96
France,Maize,1995,77182.0,867.0,84011.0,11.69
France,Potatoes,1995,347354.0,867.0,84011.0,11.69
France,"Rice, paddy",1995,48627.0,867.0,84011.0,11.69
France,Sorghum,1995,55990.0,867.0,84011.0,11.69
France,Soybeans,1995,25723.0,867.0,84011.0,11.69
France,Wheat,1995,65079.0,867.0,84011.0,11.69
France,Maize,1996,83856.0,867.0,97890.0,10.14
France,Potatoes,1996,361751.0,867.0,97890.0,10.14
France,"Rice, paddy",1996,52455.0,867.0,97890.0,10.14
France,Sorghum,1996,62667.0,867.0,97890.0,10.14
France,Soybeans,1996,26717.0,867.0,97890.0,10.14
France,Wheat,1996,71361.0,867.0,97890.0,10.14
France,Maize,1997,90651.0,867.0,109792.0,11.59
France,Potatoes,1997,397848.0,867.0,109792.0,11.59
France,"Rice, paddy",1997,58919.0,867.0,109792.0,11.59
France,Sorghum,1997,66645.0,867.0,109792.0,11.59
France,Soybeans,1997,27641.0,867.0,109792.0,11.59
France,Wheat,1997,66288.0,867.0,109792.0,11.59
France,Maize,1998,84528.0,867.0,107753.0,11.25
France,Potatoes,1998,373559.0,867.0,107753.0,11.25
France,"Rice, paddy",1998,58281.0,867.0,107753.0,11.25
France,Sorghum,1998,55734.0,867.0,107753.0,11.25
France,Soybeans,1998,25506.0,867.0,107753.0,11.25
France,Wheat,1998,76063.0,867.0,107753.0,11.25
France,Maize,1999,89523.0,867.0,114695.0,11.83
France,Potatoes,1999,397361.0,867.0,114695.0,11.83
France,"Rice, paddy",1999,60915.0,867.0,114695.0,11.83
France,Sorghum,1999,62061.0,867.0,114695.0,11.83
France,Soybeans,1999,26622.0,867.0,114695.0,11.83
France,Wheat,1999,72395.0,867.0,114695.0,11.83
France,Maize,2000,90766.0,867.0,97878.0,11.74
France,Potatoes,2000,395987.0,867.0,97878.0,11.74
France,"Rice, paddy",2000,58358.0,867.0,97878.0,11.74
France,Sorghum,2000,62275.0,867.0,97878.0,11.74
France,Soybeans,2000,25875.0,867.0,97878.0,11.74
France,Wheat,2000,71175.0,867.0,97878.0,11.74
France,Maize,2001,85711.0,867.0,99694.0,11.37
France,Potatoes,2001,374385.0,867.0,99694.0,11.37
France,"Rice, paddy",2001,53603.0,867.0,99694.0,11.37
France,Sorghum,2001,58761.0,867.0,99694.0,11.37
France,Soybeans,2001,25617.0,867.0,99694.0,11.37
France,Wheat,2001,66169.0,867.0,99694.0,11.37
France,Maize,2002,89751.0,867.0,82448.0,11.87
France,Potatoes,2002,423804.0,867.0,82448.0,11.87
France,"Rice, paddy",2002,56910.0,867.0,82448.0,11.87
France,Sorghum,2002,64431.0,867.0,82448.0,11.87
France,Soybeans,2002,27899.0,867.0,82448.0,11.87
France,Wheat,2002,74455.0,867.0,82448.0,11.87
France,Maize,2004,89907.0,867.0,76099.0,11.34
France,Potatoes,2004,454162.0,867.0,76099.0,11.34
France,"Rice, paddy",2004,57098.0,867.0,76099.0,11.34
France,Sorghum,2004,53484.0,867.0,76099.0,11.34
France,Soybeans,2004,25104.0,867.0,76099.0,11.34
France,Wheat,2004,75788.0,867.0,76099.0,11.34
France,Maize,2005,82539.0,867.0,78265.0,11.55
France,Potatoes,2005,422227.0,867.0,78265.0,11.55
France,"Rice, paddy",2005,57314.0,867.0,78265.0,11.55
France,Sorghum,2005,51495.0,867.0,78265.0,11.55
France,Soybeans,2005,24837.0,867.0,78265.0,11.55
France,Wheat,2005,69887.0,867.0,78265.0,11.55
France,Maize,2006,85818.0,867.0,71612.0,11.79
France,Potatoes,2006,401909.0,867.0,71612.0,11.79
France,"Rice, paddy",2006,54756.0,867.0,71612.0,11.79
France,Sorghum,2006,55127.0,867.0,71612.0,11.79
France,Soybeans,2006,27173.0,867.0,71612.0,11.79
France,Wheat,2006,67414.0,867.0,71612.0,11.79
France,Maize,2007,94821.0,867.0,77255.0,11.75
France,Potatoes,2007,453347.0,867.0,77255.0,11.75
France,"Rice, paddy",2007,46354.0,867.0,77255.0,11.75
France,Sorghum,2007,58655.0,867.0,77255.0,11.75
France,Soybeans,2007,25991.0,867.0,77255.0,11.75
France,Wheat,2007,62542.0,867.0,77255.0,11.75
France,Maize,2008,91258.0,867.0,78577.0,11.28
France,Potatoes,2008,435194.0,867.0,78577.0,11.28
France,"Rice, paddy",2008,57599.0,867.0,78577.0,11.28
France,Sorghum,2008,62159.0,867.0,78577.0,11.28
France,Soybeans,2008,28986.0,867.0,78577.0,11.28
France,Wheat,2008,71018.0,867.0,78577.0,11.28
France,Maize,2009,88934.0,867.0,63676.0,11.46
France,Potatoes,2009,437856.0,867.0,63676.0,11.46
France,"Rice, paddy",2009,57406.0,867.0,63676.0,11.46
France,Sorghum,2009,53928.0,867.0,63676.0,11.46
France,Soybeans,2009,25109.0,867.0,63676.0,11.46
France,Wheat,2009,74478.0,867.0,63676.0,11.46
France,Maize,2010,88299.0,867.0,61903.0,10.41
France,Potatoes,2010,421566.0,867.0,61903.0,10.41
France,"Rice, paddy",2010,50432.0,867.0,61903.0,10.41
France,Sorghum,2010,55112.0,867.0,61903.0,10.41
France,Soybeans,2010,27495.0,867.0,61903.0,10.41
France,Wheat,2010,70405.0,867.0,61903.0,10.41
France,Maize,2011,99668.0,867.0,61039.0,12.33
France,Potatoes,2011,468991.0,867.0,61039.0,12.33
France,"Rice, paddy",2011,56263.0,867.0,61039.0,12.33
France,Sorghum,2011,64627.0,867.0,61039.0,12.33
France,Soybeans,2011,29473.0,867.0,61039.0,12.33
France,Wheat,2011,66563.0,867.0,61039.0,12.33
France,Maize,2012,90024.0,867.0,63547.59,11.22
France,Potatoes,2012,413769.0,867.0,63547.59,11.22
France,"Rice, paddy",2012,55947.0,867.0,63547.59,11.22
France,Sorghum,2012,56861.0,867.0,63547.59,11.22
France,Soybeans,2012,27815.0,867.0,63547.59,11.22
France,Wheat,2012,71512.0,867.0,63547.59,11.22
France,Maize,2013,81592.0,867.0,66497.29,11.01
France,Potatoes,2013,431560.0,867.0,66497.29,11.01
France,"Rice, paddy",2013,39400.0,867.0,66497.29,11.01
France,Sorghum,2013,54344.0,867.0,66497.29,11.01
France,Soybeans,2013,25599.0,867.0,66497.29,11.01
France,Wheat,2013,72656.0,867.0,66497.29,11.01
Germany,Maize,1990,67762.0,700.0,31289.0,10.71
Germany,Maize,1990,67762.0,700.0,31289.0,10.08
Germany,Maize,1990,67762.0,700.0,31289.0,5.92
Germany,Potatoes,1990,257764.0,700.0,31289.0,10.71
Germany,Potatoes,1990,257764.0,700.0,31289.0,10.08
Germany,Potatoes,1990,257764.0,700.0,31289.0,5.92
Germany,Soybeans,1990,19792.0,700.0,31289.0,10.71
Germany,Soybeans,1990,19792.0,700.0,31289.0,10.08
Germany,Soybeans,1990,19792.0,700.0,31289.0,5.92
Germany,Wheat,1990,62734.0,700.0,31289.0,10.71
Germany,Wheat,1990,62734.0,700.0,31289.0,10.08
Germany,Wheat,1990,62734.0,700.0,31289.0,5.92
Germany,Maize,1991,68432.0,700.0,32006.0,9.36
Germany,Maize,1991,68432.0,700.0,32006.0,8.79
Germany,Maize,1991,68432.0,700.0,32006.0,4.93
Germany,Potatoes,1991,298464.0,700.0,32006.0,9.36
Germany,Potatoes,1991,298464.0,700.0,32006.0,8.79
Germany,Potatoes,1991,298464.0,700.0,32006.0,4.93
Germany,Soybeans,1991,23917.0,700.0,32006.0,9.36
Germany,Soybeans,1991,23917.0,700.0,32006.0,8.79
Germany,Soybeans,1991,23917.0,700.0,32006.0,4.93
Germany,Wheat,1991,67712.0,700.0,32006.0,9.36
Germany,Wheat,1991,67712.0,700.0,32006.0,8.79
Germany,Wheat,1991,67712.0,700.0,32006.0,4.93
Germany,Maize,1992,72348.0,700.0,29542.0,10.38
Germany,Maize,1992,72348.0,700.0,29542.0,9.84
Germany,Maize,1992,72348.0,700.0,29542.0,5.91
Germany,Potatoes,1992,301928.0,700.0,29542.0,10.38
Germany,Potatoes,1992,301928.0,700.0,29542.0,9.84
Germany,Potatoes,1992,301928.0,700.0,29542.0,5.91
Germany,Soybeans,1992,30000.0,700.0,29542.0,10.38
Germany,Soybeans,1992,30000.0,700.0,29542.0,9.84
Germany,Soybeans,1992,30000.0,700.0,29542.0,5.91
Germany,Wheat,1992,59811.0,700.0,29542.0,10.38
Germany,Wheat,1992,59811.0,700.0,29542.0,9.84
Germany,Wheat,1992,59811.0,700.0,29542.0,5.91
Germany,Maize,1993,80227.0,700.0,25170.0,9.34
Germany,Maize,1993,80227.0,700.0,25170.0,8.57
Germany,Maize,1993,80227.0,700.0,25170.0,5.33
Germany,Potatoes,1993,392539.0,700.0,25170.0,9.34
Germany,Potatoes,1993,392539.0,700.0,25170.0,8.57
Germany,Potatoes,1993,392539.0,700.0,25170.0,5.33
Germany,Soybeans,1993,20000.0,700.0,25170.0,9.34
Germany,Soybeans,1993,20000.0,700.0,25170.0,8.57
Germany,Soybeans,1993,20000.0,700.0,25170.0,5.33
Germany,Wheat,1993,65841.0,700.0,25170.0,9.34
Germany,Wheat,1993,65841.0,700.0,25170.0,8.57
Germany,Wheat,1993,65841.0,700.0,25170.0,5.33
Germany,Maize,1994,70808.0,700.0,26330.0,10.43
Germany,Maize,1994,70808.0,700.0,26330.0,9.73
Germany,Maize,1994,70808.0,700.0,26330.0,6.64
Germany,Potatoes,1994,329512.0,700.0,26330.0,10.43
Germany,Potatoes,1994,329512.0,700.0,26330.0,9.73
Germany,Potatoes,1994,329512.0,700.0,26330.0,6.64
Germany,Soybeans,1994,20000.0,700.0,26330.0,10.43
Germany,Soybeans,1994,20000.0,700.0,26330.0,9.73
Germany,Soybeans,1994,20000.0,700.0,26330.0,6.64
Germany,Wheat,1994,67684.0,700.0,26330.0,10.43
Germany,Wheat,1994,67684.0,700.0,26330.0,9.73
Germany,Wheat,1994,67684.0,700.0,26330.0,6.64
Germany,Maize,1995,73664.0,700.0,30090.0,9.75
Germany,Maize,1995,73664.0,700.0,30090.0,9.16
Germany,Maize,1995,73664.0,700.0,30090.0,5.33
Germany,Potatoes,1995,314059.0,700.0,30090.0,9.75
Germany,Potatoes,1995,314059.0,700.0,30090.0,9.16
Germany,Potatoes,1995,314059.0,700.0,30090.0,5.33
Germany,Soybeans,1995,20587.0,700.0,30090.0,9.75
Germany,Soybeans,1995,20587.0,700.0,30090.0,9.16
Germany,Soybeans,1995,20587.0,700.0,30090.0,5.33
Germany,Wheat,1995,68882.0,700.0,30090.0,9.75
Germany,Wheat,1995,68882.0,700.0,30090.0,9.16
Germany,Wheat,1995,68882.0,700.0,30090.0,5.33
Germany,Maize,1996,78272.0,700.0,31683.0,7.88
Germany,Maize,1996,78272.0,700.0,31683.0,7.42
Germany,Maize,1996,78272.0,700.0,31683.0,4.49
Germany,Potatoes,1996,390096.0,700.0,31683.0,7.88
Germany,Potatoes,1996,390096.0,700.0,31683.0,7.42
Germany,Potatoes,1996,390096.0,700.0,31683.0,4.49
Germany,Soybeans,1996,20000.0,700.0,31683.0,7.88
Germany,Soybeans,1996,20000.0,700.0,31683.0,7.42
Germany,Soybeans,1996,20000.0,700.0,31683.0,4.49
Germany,Wheat,1996,72932.0,700.0,31683.0,7.88
Germany,Wheat,1996,72932.0,700.0,31683.0,7.42
Germany,Wheat,1996,72932.0,700.0,31683.0,4.49
Germany,Maize,1997,86577.0,700.0,30414.0,9.73
Germany,Maize,1997,86577.0,700.0,30414.0,9.27
Germany,Maize,1997,86577.0,700.0,30414.0,5.79
Germany,Potatoes,1997,384055.0,700.0,30414.0,9.73
Germany,Potatoes,1997,384055.0,700.0,30414.0,9.27
Germany,Potatoes,1997,384055.0,700.0,30414.0,5.79
Germany,Soybeans,1997,20000.0,700.0,30414.0,9.73
Germany,Soybeans,1997,20000.0,700.0,30414.0,9.27
Germany,Soybeans,1997,20000.0,700.0,30414.0,5.79
Germany,Wheat,1997,72902.0,700.0,30414.0,9.73
Germany,Wheat,1997,72902.0,700.0,30414.0,9.27
Germany,Wheat,1997,72902.0,700.0,30414.0,5.79
Germany,Maize,1998,81561.0,700.0,33377.0,10.05
Germany,Maize,1998,81561.0,700.0,33377.0,9.31
Germany,Maize,1998,81561.0,700.0,33377.0,5.66
Germany,Potatoes,1998,381394.0,700.0,33377.0,10.05
Germany,Potatoes,1998,381394.0,700.0,33377.0,9.31
Germany,Potatoes,1998,381394.0,700.0,33377.0,5.66
Germany,Soybeans,1998,21896.0,700.0,33377.0,10.05
Germany,Soybeans,1998,21896.0,700.0,33377.0,9.31
Germany,Soybeans,1998,21896.0,700.0,33377.0,5.66
Germany,Wheat,1998,72035.0,700.0,33377.0,10.05
Germany,Wheat,1998,72035.0,700.0,33377.0,9.31
Germany,Wheat,1998,72035.0,700.0,33377.0,5.66
Germany,Maize,1999,87850.0,700.0,30019.0,10.58
Germany,Maize,1999,87850.0,700.0,30019.0,10.02
Germany,Maize,1999,87850.0,700.0,30019.0,5.55
Germany,Potatoes,1999,374989.0,700.0,30019.0,10.58
Germany,Potatoes,1999,374989.0,700.0,30019.0,10.02
Germany,Potatoes,1999,374989.0,700.0,30019.0,5.55
Germany,Soybeans,1999,26010.0,700.0,30019.0,10.58
Germany,Soybeans,1999,26010.0,700.0,30019.0,10.02
Germany,Soybeans,1999,26010.0,700.0,30019.0,5.55
Germany,Wheat,1999,75411.0,700.0,30019.0,10.58
Germany,Wheat,1999,75411.0,700.0,30019.0,10.02
Germany,Wheat,1999,75411.0,700.0,30019.0,5.55
Germany,Maize,2000,92119.0,700.0,35273.17,10.96
Germany,Maize,2000,92119.0,700.0,35273.17,10.12
Germany,Maize,2000,92119.0,700.0,35273.17,6.33
Germany,Potatoes,2000,433437.0,700.0,35273.17,10.96
Germany,Potatoes,2000,433437.0,700.0,35273.17,10.12
Germany,Potatoes,2000,433437.0,700.0,35273.17,6.33
Germany,Soybeans,2000,20000.0,700.0,35273.17,10.96
Germany,Soybeans,2000,20000.0,700.0,35273.17,10.12
Germany,Soybeans,2000,20000.0,700.0,35273.17,6.33
Germany,Wheat,2000,72826.0,700.0,35273.17,10.96
Germany,Wheat,2000,72826.0,700.0,35273.17,10.12
Germany,Wheat,2000,72826.0,700.0,35273.17,6.33
Germany,Maize,2001,88376.0,700.0,33423.49,9.69
Germany,Maize,2001,88376.0,700.0,33423.49,9.19
Germany,Maize,2001,88376.0,700.0,33423.49,5.59
Germany,Potatoes,2001,407758.0,700.0,33423.49,9.69
Germany,Potatoes,2001,407758.0,700.0,33423.49,9.19
Germany,Potatoes,2001,407758.0,700.0,33423.49,5.59
Germany,Soybeans,2001,19584.0,700.0,33423.49,9.69
Germany,Soybeans,2001,19584.0,700.0,33423.49,9.19
Germany,Soybeans,2001,19584.0,700.0,33423.49,5.59
Germany,Wheat,2001,78827.0,700.0,33423.49,9.69
Germany,Wheat,2001,78827.0,700.0,33423.49,9.19
Germany,Wheat,2001,78827.0,700.0,33423.49,5.59
Germany,Maize,2002,93755.0,700.0,34431.72,10.26
Germany,Maize,2002,93755.0,700.0,34431.72,9.86
Germany,Maize,2002,93755.0,700.0,34431.72,6.26
Germany,Potatoes,2002,391226.0,700.0,34431.72,10.26
Germany,Potatoes,2002,391226.0,700.0,34431.72,9.86
Germany,Potatoes,2002,391226.0,700.0,34431.72,6.26
Germany,Soybeans,2002,15337.0,700.0,34431.72,10.26
Germany,Soybeans,2002,15337.0,700.0,34431.72,9.86
Germany,Soybeans,2002,15337.0,700.0,34431.72,6.26
Germany,Wheat,2002,69056.0,700.0,34431.72,10.26
Germany,Wheat,2002,69056.0,700.0,34431.72,9.86
Germany,Wheat,2002,69056.0,700.0,34431.72,6.26
Germany,Maize,2004,90966.0,700.0,34930.37,9.82
Germany,Maize,2004,90966.0,700.0,34930.37,9.48
Germany,Maize,2004,90966.0,700.0,34930.37,5.43
Germany,Potatoes,2004,441756.0,700.0,34930.37,9.82
Germany,Potatoes,2004,441756.0,700.0,34930.37,9.48
Germany,Potatoes,2004,441756.0,700.0,34930.37,5.43
Germany,Wheat,2004,81716.0,700.0,34930.37,9.82
Germany,Wheat,2004,81716.0,700.0,34930.37,9.48
Germany,Wheat,2004,81716.0,700.0,34930.37,5.43
Germany,Maize,2005,92139.0,700.0,36386.27,9.92
Germany,Maize,2005,92139.0,700.0,36386.27,9.58
Germany,Maize,2005,92139.0,700.0,36386.27,5.01
Germany,Potatoes,2005,419798.0,700.0,36386.27,9.92
Germany,Potatoes,2005,419798.0,700.0,36386.27,9.58
Germany,Potatoes,2005,419798.0,700.0,36386.27,5.01
Germany,Wheat,2005,74651.0,700.0,36386.27,9.92
Germany,Wheat,2005,74651.0,700.0,36386.27,9.58
Germany,Wheat,2005,74651.0,700.0,36386.27,5.01
Germany,Maize,2006,80307.0,700.0,38540.15,10.55
Germany,Maize,2006,80307.0,700.0,38540.15,10.15
Germany,Maize,2006,80307.0,700.0,38540.15,5.94
Germany,Potatoes,2006,365680.0,700.0,38540.15,10.55
Germany,Potatoes,2006,365680.0,700.0,38540.15,10.15
Germany,Potatoes,2006,365680.0,700.0,38540.15,5.94
Germany,Soybeans,2006,10000.0,700.0,38540.15,10.55
Germany,Soybeans,2006,10000.0,700.0,38540.15,10.15
Germany,Soybeans,2006,10000.0,700.0,38540.15,5.94
Germany,Wheat,2006,72007.0,700.0,38540.15,10.55
Germany,Wheat,2006,72007.0,700.0,38540.15,10.15
Germany,Wheat,2006,72007.0,700.0,38540.15,5.94
Germany,Maize,2007,94475.0,700.0,40740.64,10.88
Germany,Maize,2007,94475.0,700.0,40740.64,10.37
Germany,Maize,2007,94475.0,700.0,40740.64,6.28
Germany,Potatoes,2007,423470.0,700.0,40740.64,10.88
Germany,Potatoes,2007,423470.0,700.0,40740.64,10.37
Germany,Potatoes,2007,423470.0,700.0,40740.64,6.28
Germany,Soybeans,2007,10000.0,700.0,40740.64,10.88
Germany,Soybeans,2007,10000.0,700.0,40740.64,10.37
Germany,Soybeans,2007,10000.0,700.0,40740.64,6.28
Germany,Wheat,2007,69611.0,700.0,40740.64,10.88
Germany,Wheat,2007,69611.0,700.0,40740.64,10.37
Germany,Wheat,2007,69611.0,700.0,40740.64,6.28
Germany,Maize,2008,98099.0,700.0,43413.01,10.66
Germany,Maize,2008,98099.0,700.0,43413.01,10.04
Germany,Maize,2008,98099.0,700.0,43413.01,5.94
Germany,Potatoes,2008,437606.0,700.0,43413.01,10.66
Germany,Potatoes,2008,437606.0,700.0,43413.01,10.04
Germany,Potatoes,2008,437606.0,700.0,43413.01,5.94
Germany,Soybeans,2008,10000.0,700.0,43413.01,10.66
Germany,Soybeans,2008,10000.0,700.0,43413.01,10.04
Germany,Soybeans,2008,10000.0,700.0,43413.01,5.94
Germany,Wheat,2008,80873.0,700.0,43413.01,10.66
Germany,Wheat,2008,80873.0,700.0,43413.01,10.04
Germany,Wheat,2008,80873.0,700.0,43413.01,5.94
Germany,Maize,2009,97500.0,700.0,39289.43,10.06
Germany,Maize,2009,97500.0,700.0,39289.43,9.61
Germany,Maize,2009,97500.0,700.0,39289.43,5.89
Germany,Potatoes,2009,443045.0,700.0,39289.43,10.06
Germany,Potatoes,2009,443045.0,700.0,39289.43,9.61
Germany,Potatoes,2009,443045.0,700.0,39289.43,5.89
Germany,Soybeans,2009,10000.0,700.0,39289.43,10.06
Germany,Soybeans,2009,10000.0,700.0,39289.43,9.61
Germany,Soybeans,2009,10000.0,700.0,39289.43,5.89
Germany,Wheat,2009,78091.0,700.0,39289.43,10.06
Germany,Wheat,2009,78091.0,700.0,39289.43,9.61
Germany,Wheat,2009,78091.0,700.0,39289.43,5.89
Germany,Maize,2010,90261.0,700.0,40832.42,8.61
Germany,Maize,2010,90261.0,700.0,40832.42,7.97
Germany,Maize,2010,90261.0,700.0,40832.42,4.85
Germany,Potatoes,2010,398758.0,700.0,40832.42,8.61
Germany,Potatoes,2010,398758.0,700.0,40832.42,7.97
Germany,Potatoes,2010,398758.0,700.0,40832.42,4.85
Germany,Soybeans,2010,20000.0,700.0,40832.42,8.61
Germany,Soybeans,2010,20000.0,700.0,40832.42,7.97
Germany,Soybeans,2010,20000.0,700.0,40832.42,4.85
Germany,Wheat,2010,72120.0,700.0,40832.42,8.61
Germany,Wheat,2010,72120.0,700.0,40832.42,7.97
Germany,Wheat,2010,72120.0,700.0,40832.42,4.85
Germany,Maize,2011,106243.0,700.0,43754.35,10.56
Germany,Maize,2011,106243.0,700.0,43754.35,9.73
Germany,Maize,2011,106243.0,700.0,43754.35,6.56
Germany,Potatoes,2011,457565.0,700.0,43754.35,10.56
Germany,Potatoes,2011,457565.0,700.0,43754.35,9.73
Germany,Potatoes,2011,457565.0,700.0,43754.35,6.56
Germany,Soybeans,2011,15000.0,700.0,43754.35,10.56
Germany,Soybeans,2011,15000.0,700.0,43754.35,9.73
Germany,Soybeans,2011,15000.0,700.0,43754.35,6.56
Germany,Wheat,2011,70139.0,700.0,43754.35,10.56
Germany,Wheat,2011,70139.0,700.0,43754.35,9.73
Germany,Wheat,2011,70139.0,700.0,43754.35,6.56
Germany,Maize,2012,104802.0,700.0,45522.5,9.96
Germany,Maize,2012,104802.0,700.0,45522.5,9.2
Germany,Maize,2012,104802.0,700.0,45522.5,5.88
Germany,Potatoes,2012,447570.0,700.0,45522.5,9.96
Germany,Potatoes,2012,447570.0,700.0,45522.5,9.2
Germany,Potatoes,2012,447570.0,700.0,45522.5,5.88
Germany,Soybeans,2012,20000.0,700.0,45522.5,9.96
Germany,Soybeans,2012,20000.0,700.0,45522.5,9.2
Germany,Soybeans,2012,20000.0,700.0,45522.5,5.88
Germany,Wheat,2012,73312.0,700.0,45522.5,9.96
Germany,Wheat,2012,73312.0,700.0,45522.5,9.2
Germany,Wheat,2012,73312.0,700.0,45522.5,5.88
Germany,Maize,2013,88276.0,700.0,43756.1,10.12
Germany,Maize,2013,88276.0,700.0,43756.1,9.17
Germany,Maize,2013,88276.0,700.0,43756.1,6.0
Germany,Potatoes,2013,398258.0,700.0,43756.1,10.12
Germany,Potatoes,2013,398258.0,700.0,43756.1,9.17
Germany,Potatoes,2013,398258.0,700.0,43756.1,6.0
Germany,Soybeans,2013,20000.0,700.0,43756.1,10.12
Germany,Soybeans,2013,20000.0,700.0,43756.1,9.17
Germany,Soybeans,2013,20000.0,700.0,43756.1,6.0
Germany,Wheat,2013,79979.0,700.0,43756.1,10.12
Germany,Wheat,2013,79979.0,700.0,43756.1,9.17
Germany,Wheat,2013,79979.0,700.0,43756.1,6.0
Ghana,Cassava,1990,84170.0,1187.0,65.8,26.73
Ghana,Maize,1990,11889.0,1187.0,65.8,26.73
Ghana,Plantains and others,1990,61890.0,1187.0,65.8,26.73
Ghana,"Rice, paddy",1990,16510.0,1187.0,65.8,26.73
Ghana,Sorghum,1990,6310.0,1187.0,65.8,26.73
Ghana,Yams,1990,73451.0,1187.0,65.8,26.73
Ghana,Cassava,1991,106630.0,1187.0,65.8,26.6
Ghana,Maize,1991,15260.0,1187.0,65.8,26.6
Ghana,Plantains and others,1991,67914.0,1187.0,65.8,26.6
Ghana,"Rice, paddy",1991,15901.0,1187.0,65.8,26.6
Ghana,Sorghum,1991,9193.0,1187.0,65.8,26.6
Ghana,Yams,1991,115790.0,1187.0,65.8,26.6
Ghana,Cassava,1992,102591.0,1187.0,65.8,26.47
Ghana,Maize,1992,12040.0,1187.0,65.8,26.47
Ghana,Plantains and others,1992,68873.0,1187.0,65.8,26.47
Ghana,"Rice, paddy",1992,16499.0,1187.0,65.8,26.47
Ghana,Sorghum,1992,8422.0,1187.0,65.8,26.47
Ghana,Yams,1992,104034.0,1187.0,65.8,26.47
Ghana,Cassava,1993,112309.0,1187.0,65.8,26.67
Ghana,Maize,1993,15092.0,1187.0,65.8,26.67
Ghana,Plantains and others,1993,80432.0,1187.0,65.8,26.67
Ghana,"Rice, paddy",1993,20389.0,1187.0,65.8,26.67
Ghana,Sorghum,1993,10604.0,1187.0,65.8,26.67
Ghana,Yams,1993,131606.0,1187.0,65.8,26.67
Ghana,Cassava,1994,115776.0,1187.0,65.8,26.62
Ghana,Maize,1994,14933.0,1187.0,65.8,26.62
Ghana,Plantains and others,1994,80365.0,1187.0,65.8,26.62
Ghana,"Rice, paddy",1994,20062.0,1187.0,65.8,26.62
Ghana,Sorghum,1994,10825.0,1187.0,65.8,26.62
Ghana,Yams,1994,110256.0,1187.0,65.8,26.62
Ghana,Cassava,1995,119924.0,1187.0,65.8,26.87
Ghana,Maize,1995,15020.0,1187.0,65.8,26.87
Ghana,Plantains and others,1995,77059.0,1187.0,65.8,26.87
Ghana,"Rice, paddy",1995,20192.0,1187.0,65.8,26.87
Ghana,Sorghum,1995,10765.0,1187.0,65.8,26.87
Ghana,Yams,1995,120710.0,1187.0,65.8,26.87
Ghana,Cassava,1996,120392.0,1187.0,1575.5,26.61
Ghana,Maize,1996,15153.0,1187.0,1575.5,26.61
Ghana,Plantains and others,1996,79711.0,1187.0,1575.5,26.61
Ghana,"Rice, paddy",1996,20496.0,1187.0,1575.5,26.61
Ghana,Sorghum,1996,11245.0,1187.0,1575.5,26.61
Ghana,Sweet potatoes,1996,13596.0,1187.0,1575.5,26.61
Ghana,Yams,1996,127793.0,1187.0,1575.5,26.61
Ghana,Cassava,1997,118777.0,1187.0,502.0,26.58
Ghana,Maize,1997,15285.0,1187.0,502.0,26.58
Ghana,Plantains and others,1997,80890.0,1187.0,502.0,26.58
Ghana,"Rice, paddy",1997,16746.0,1187.0,502.0,26.58
Ghana,Sorghum,1997,10278.0,1187.0,502.0,26.58
Ghana,Sweet potatoes,1997,13593.0,1187.0,502.0,26.58
